transaccion_id,cliente_id,fecha,tipo,importe,moneda
100050,373,2025-02-13,RECIBO,1881.68,EUR
100051,141,2026-03-22,COMPRA,-1087.27,EUR
100052,901,2026-02-20,INGRESO,2906.03,EUR
100053,488,2025-06-13,COMPRA,-714.71,EUR
100054,18,2026-03-25,TRANSFERENCIA,-1130.22,EUR
100055,186,2026-01-11,RETIRADA,3722.07,EUR
100056,310,2025-02-03,TRANSFERENCIA,2234.84,EUR
100057,191,2026-01-15,RETIRADA,2696.96,EUR
100058,71,2026-08-11,INGRESO,518.22,EUR
100059,333,2025-11-18,RECIBO,-127.14,EUR
100060,14,2025-04-27,TRANSFERENCIA,1244.74,EUR
100061,468,2026-02-01,INGRESO,-852.31,EUR
100062,361,2025-09-24,RETIRADA,-319.86,EUR
100063,356,2025-10-20,RETIRADA,-399.02,EUR
100064,437,2025-05-19,COMPRA,986.23,EUR
100065,45,2026-04-01,RECIBO,2173.12,EUR
100066,282,2025-03-08,INGRESO,96.99,EUR
100067,436,2025-11-04,TRANSFERENCIA,2414.95,EUR
100068,407,2025-06-28,RECIBO,1298.16,EUR
100069,103,2025-05-05,TRANSFERENCIA,-197.95,EUR
100070,14,2026-05-21,RECIBO,1547.12,EUR
100071,240,2026-01-13,INGRESO,-786.26,EUR
100072,34,2025-03-30,RECIBO,689.88,EUR
100073,270,2026-05-06,RETIRADA,2730.41,EUR
100074,38,2026-08-12,TRANSFERENCIA,3848.09,EUR
100075,231,2025-13-05,RETIRADA,2240.6,EUR
100076,66,2025-12-19,INGRESO,2018.87,EUR
100077,394,2025-07-06,TRANSFERENCIA,879.4,EUR
100078,426,2025-02-26,COMPRA,1349.56,EUR
100079,85,2025-11-08,TRANSFERENCIA,274.63,EUR
100080,178,2025-08-19,INGRESO,3422.09,EUR
100081,129,2025-03-22,TRANSFERENCIA,1992.81,EUR
100082,141,2026-07-19,TRANSFERENCIA,1937.62,EUR
100083,48,2026-07-01,INGRESO,2025.43,EUR
100084,79,2026-08-18,TRANSFERENCIA,2123.03,EUR
100085,432,2025-12-12,INGRESO,-1273.43,EUR
100086,42,2025-01-30,COMPRA,3717.01,EUR
100087,136,2026-08-14,TRANSFERENCIA,2718.27,EUR
100088,317,2026-03-03,COMPRA,1239.21,EUR
100089,149,2026-07-13,RECIBO,1156.2,EUR
100090,153,2026-02-20,RETIRADA,-1098.65,EUR
100091,81,2025-03-03,RETIRADA,785.92,EUR
100092,105,2026-04-21,RECIBO,1836.63,EUR
100093,442,2025-11-17,RECIBO,2538.1,EUR
100094,500,2025-12-20,RETIRADA,-780.79,EUR
100095,264,2026-01-15,INGRESO,-915.99,EUR
100096,239,2025-09-05,COMPRA,-28.91,EUR
100097,73,2025-09-11,COMPRA,-1221.67,EUR
100098,443,2026-01-29,INGRESO,799.74,EUR
100099,417,2025-06-13,RECIBO,3635.63,EUR
100100,98,2025-11-17,TRANSFERENCIA,1240.46,EUR
100101,240,2026-06-12,RETIRADA,3334.92,EUR
100102,12,2026-05-25,COMPRA,3698.78,EUR
100103,235,2026-06-02,TRANSFERENCIA,-316.71,EUR
100104,25,2025-12-28,COMPRA,47.46,EUR
100105,147,2026-04-27,INGRESO,-1455.02,EUR
100106,221,2025-04-21,TRANSFERENCIA,3353.51,EUR
100107,392,2026-01-10,RETIRADA,512.66,EUR
100108,27,2026-02-15,INGRESO,1589.99,EUR
100109,284,2026-01-07,RECIBO,-1095.58,EUR
100110,231,2026-06-01,INGRESO,38.46,EUR
100111,66,2025-05-02,COMPRA,666.47,EUR
100112,286,2025-12-14,RECIBO,2652.31,EUR
100113,309,2025-07-23,INGRESO,,EUR
100114,24,2025-02-11,COMPRA,-746.3,EUR
100115,412,2025-12-08,RETIRADA,1356.33,EUR
100116,311,2025-06-02,INGRESO,-731.2,EUR
100117,84,2025-11-23,RETIRADA,3948.39,EUR
100118,304,2025-11-03,RECIBO,1290.23,EUR
100119,273,2026-06-06,RETIRADA,2398.07,EUR
100120,244,2025-11-03,COMPRA,525.97,EUR
100121,214,2025-04-23,INGRESO,192.23,EUR
100122,306,2025-01-28,RETIRADA,-39.58,EUR
100123,296,2026-08-16,TRANSFERENCIA,2467.7,EUR
100124,246,2026-08-21,TRANSFERENCIA,1383.28,EUR
100125,76,2026-01-25,TRANSFERENCIA,-1326.36,EUR
100126,98,2025-04-23,COMPRA,925.71,EUR
100127,78,2026-03-05,RETIRADA,2297.75,EUR
100128,257,2026-02-25,INGRESO,3562.87,EUR
100129,362,2025-03-05,TRANSFERENCIA,1352.76,EUR
100130,167,2026-07-29,RETIRADA,1390.12,EUR
100131,490,2025-11-18,TRANSFERENCIA,1028.15,EUR
100132,176,2026-06-30,INGRESO,448.58,EUR
100133,313,2025-09-28,RETIRADA,-442.55,EUR
100134,143,2025-09-10,INGRESO,141.75,EUR
100135,395,2025-11-01,RECIBO,2376.96,EUR
100136,163,2026-05-16,RETIRADA,418.42,EUR
100137,148,2025-10-08,COMPRA,1654.12,EUR
100138,195,2026-07-11,RETIRADA,3001.08,EUR
100139,149,2025-05-30,COMPRA,81.97,EUR
100140,178,2025-03-22,RETIRADA,2107.85,EUR
100141,110,2026-05-06,TRANSFERENCIA,3053.73,EUR
100142,478,2025-10-05,INGRESO,2328.94,EUR
100143,56,2025-05-21,INGRESO,2574.9,EUR
100144,125,2025-09-03,COMPRA,2184.09,EUR
100145,116,2026-06-28,TRANSFERENCIA,-1211.3,EUR
100146,170,2026-02-28,RETIRADA,-947.0,EUR
100147,3,2025-05-21,INGRESO,3878.51,EUR
100148,209,2025-06-11,RETIRADA,1125.97,EUR
100149,388,2025-07-24,RECIBO,266.42,EUR
100150,465,2025-03-02,COMPRA,2087.64,EUR
100151,274,2025-08-26,COMPRA,3522.76,EUR
100152,214,2025-06-29,TRANSFERENCIA,3636.57,EUR
100153,429,2025-02-07,RETIRADA,2833.78,EUR
100154,480,2025-07-10,RECIBO,3322.09,EUR
100155,153,2025-01-10,INGRESO,1815.31,EUR
100156,146,2025-12-10,RETIRADA,3940.05,EUR
100157,269,2026-07-11,RETIRADA,3390.93,EUR
100158,436,2025-05-18,INGRESO,1074.11,EUR
100159,415,2025-07-17,COMPRA,318.76,EUR
100160,332,2026-04-15,RECIBO,2452.29,EUR
100161,378,2025-01-15,RECIBO,2849.22,EUR
100162,346,2026-08-05,TRANSFERENCIA,-534.78,EUR
100163,424,2026-02-20,RETIRADA,1334.04,EUR
100164,206,2025-03-30,COMPRA,-483.7,EUR
100165,245,2025-05-24,RECIBO,3647.04,EUR
100166,134,2025-01-07,RETIRADA,-204.63,EUR
100167,489,2025-10-01,RECIBO,160.7,EUR
100168,6,2026-08-10,RECIBO,2095.26,EUR
100169,32,2025-08-30,COMPRA,1059.67,EUR
100170,208,2025-06-13,INGRESO,3577.08,EUR
100171,354,2025-11-15,COMPRA,2012.91,EUR
100172,189,2025-10-30,INGRESO,-285.33,EUR
100173,245,2025-05-17,TRANSFERENCIA,1002.38,EUR
100174,213,2026-01-18,INGRESO,3520.38,EUR
100175,411,2026-07-05,TRANSFERENCIA,2690.23,EUR
100176,270,2025-03-25,RETIRADA,1404.95,EUR
100177,40,2026-01-06,INGRESO,-882.85,EUR
100178,463,2026-07-15,INGRESO,-388.14,EUR
100179,77,2026-07-04,TRANSFERENCIA,304.65,EUR
100180,227,2026-06-17,COMPRA,2241.62,EUR
100181,251,2026-08-21,COMPRA,3443.89,EUR
100182,415,2026-04-02,COMPRA,993.88,EUR
100183,213,2026-06-10,RETIRADA,1601.51,EUR
100184,237,2026-07-27,RECIBO,2478.04,EUR
100185,131,2026-02-10,COMPRA,2601.92,EUR
100186,38,2026-08-16,COMPRA,830.34,EUR
100187,278,2025-03-07,COMPRA,3640.21,EUR
100188,479,2025-03-12,RETIRADA,-1325.46,EUR
100189,93,2026-02-23,TRANSFERENCIA,2712.05,EUR
100190,192,2026-03-07,RETIRADA,966.95,EUR
100191,193,2026-01-22,COMPRA,2255.02,EUR
100192,69,2026-07-07,RECIBO,-847.52,EUR
100193,202,2026-07-05,INGRESO,-799.59,EUR
100194,428,2025-08-17,COMPRA,2658.99,EUR
100195,238,2025-11-02,INGRESO,832.7,EUR
100196,422,2026-01-24,TRANSFERENCIA,-138.68,EUR
100197,80,2025-12-21,RECIBO,-463.36,EUR
100198,17,2025-04-26,RETIRADA,1882.08,EUR
100199,124,2025-01-17,TRANSFERENCIA,-1129.9,EUR
100200,902,2025-02-04,INGRESO,2196.13,EUR
100201,126,2025-02-19,COMPRA,712.46,EUR
100202,277,2025-08-28,TRANSFERENCIA,2649.12,EUR
100203,72,2025-02-27,INGRESO,3964.16,EUR
100204,418,2025-08-28,INGRESO,253.97,EUR
100205,122,2025-11-25,RECIBO,3319.42,EUR
100206,114,2026-06-18,RETIRADA,152.76,EUR
100207,286,2025-03-04,INGRESO,3338.43,EUR
100208,321,2025-06-29,RETIRADA,1557.18,EUR
100209,498,2025-02-18,RECIBO,3678.73,EUR
100210,403,2026-01-26,INGRESO,253.04,EUR
100211,210,2026-03-03,TRANSFERENCIA,149.39,EUR
100212,387,2025-07-08,INGRESO,1104.35,EUR
100213,154,2025-08-19,TRANSFERENCIA,2931.77,EUR
100214,288,2025-03-01,RETIRADA,3822.82,EUR
100215,272,2026-07-25,TRANSFERENCIA,636.3,EUR
100216,105,2025-09-19,RECIBO,2056.88,EUR
100217,434,2026-04-06,RECIBO,-991.45,EUR
100218,27,2025-07-15,RECIBO,574.42,EUR
100219,448,2025-02-10,COMPRA,-465.1,EUR
100220,112,2026-07-27,RETIRADA,-351.11,EUR
100221,156,2025-12-07,COMPRA,-335.06,EUR
100222,493,2025-07-14,COMPRA,2607.84,EUR
100223,469,2026-05-06,TRANSFERENCIA,2325.94,EUR
100224,204,2025-07-29,TRANSFERENCIA,1536.44,EUR
100225,195,2025-10-17,RETIRADA,1435.08,EUR
100226,158,2026-01-03,RECIBO,478.05,EUR
100227,239,2026-05-25,COMPRA,2915.49,EUR
100228,390,2026-04-26,RECIBO,3528.82,EUR
100229,161,2026-01-15,RETIRADA,-1248.57,EUR
100230,380,2025-08-15,TRANSFERENCIA,-1410.79,EUR
100231,479,2026-07-21,INGRESO,1685.29,EUR
100232,152,2026-03-04,TRANSFERENCIA,-420.95,EUR
100233,195,2025-08-24,INGRESO,3083.49,EUR
100234,282,2026-05-27,RECIBO,-84.7,EUR
100235,495,2026-05-16,RETIRADA,1034.56,EUR
100236,87,2025-12-27,TRANSFERENCIA,2461.72,EUR
100237,95,2026-05-16,INGRESO,3946.78,EUR
100238,269,2025-03-02,COMPRA,3114.88,EUR
100239,484,2025-03-18,COMPRA,2703.86,EUR
100240,71,2026-02-27,TRANSFERENCIA,-1126.18,EUR
100241,5,2025-06-04,TRANSFERENCIA,1281.53,EUR
100242,31,2026-01-18,INGRESO,2007.51,EUR
100243,338,2026-05-10,RETIRADA,-1413.48,EUR
100244,283,2026-06-29,RETIRADA,-1434.82,EUR
100245,370,2026-06-27,RECIBO,1446.56,EUR
100246,9,31/02/2025,INGRESO,2972.36,EUR
100247,413,2026-03-17,TRANSFERENCIA,-911.41,EUR
100248,269,2025-04-09,TRANSFERENCIA,-174.67,EUR
100249,130,2026-06-24,RECIBO,-29.71,EUR
100250,41,2026-02-11,RECIBO,3776.14,EUR
100251,290,2026-04-16,TRANSFERENCIA,3946.28,EUR
100252,154,2025-08-20,COMPRA,2095.55,EUR
100253,48,2025-02-02,RETIRADA,585.95,EUR
100254,244,2026-07-20,COMPRA,2002.11,EUR
100255,43,2025-06-25,RETIRADA,3149.31,EUR
100256,290,2025-12-06,COMPRA,3421.35,EUR
100257,118,2025-02-13,TRANSFERENCIA,3457.0,EUR
100258,244,2026-08-04,RECIBO,-1243.91,EUR
100259,351,2025-03-18,RECIBO,3446.21,EUR
100260,337,2026-08-01,COMPRA,-513.55,EUR
100261,9,2025-11-19,TRANSFERENCIA,1728.7,EUR
100262,476,2026-02-12,COMPRA,146.02,EUR
100263,124,2026-08-01,INGRESO,3090.58,EUR
100264,347,2026-02-03,INGRESO,324.51,EUR
100265,405,2025-05-24,COMPRA,1254.36,EUR
100266,28,2025-12-21,COMPRA,903.99,EUR
100267,175,2025-03-19,INGRESO,2729.53,EUR
100268,497,2026-02-11,RECIBO,-1337.06,EUR
100269,402,2025-10-07,RETIRADA,1198.32,EUR
100270,284,2025-12-31,RETIRADA,875.16,EUR
100271,339,2026-08-23,RETIRADA,-1028.68,EUR
100272,409,2025-10-30,TRANSFERENCIA,2422.1,EUR
100273,138,2025-03-26,TRANSFERENCIA,590.0,EUR
100274,379,2025-06-07,RETIRADA,241.73,EUR
100275,47,2025-04-20,COMPRA,3686.28,EUR
100276,185,2026-04-01,RECIBO,-937.73,EUR
100277,96,2025-03-31,RETIRADA,968.64,EUR
100278,263,2026-07-23,RETIRADA,-931.89,EUR
100279,182,2025-04-02,INGRESO,,EUR
100280,443,2025-11-29,RETIRADA,-1432.13,EUR
100281,199,2026-02-28,COMPRA,2486.64,EUR
100282,464,2026-07-27,TRANSFERENCIA,1645.78,EUR
100283,351,2025-06-23,RETIRADA,-567.74,EUR
100284,155,2025-10-03,RECIBO,1212.18,EUR
100285,86,2025-03-06,RETIRADA,17.79,EUR
100286,248,2025-11-03,COMPRA,486.19,EUR
100287,370,2025-09-10,RETIRADA,1765.94,EUR
100288,235,2025-07-20,COMPRA,-754.81,EUR
100289,486,2025-01-07,RETIRADA,327.19,EUR
100290,412,2026-01-25,RECIBO,921.23,EUR
100291,418,2026-03-17,INGRESO,-751.32,EUR
100292,309,2025-11-25,TRANSFERENCIA,1134.55,EUR
100293,494,2025-07-01,RETIRADA,3827.99,EUR
100294,377,2025-10-26,RETIRADA,3822.7,EUR
100295,167,2025-09-06,RETIRADA,41.65,EUR
100296,187,2026-02-07,COMPRA,3626.37,EUR
100297,304,2025-07-24,INGRESO,-510.4,EUR
100298,14,2026-07-18,RETIRADA,3686.36,EUR
100299,225,2025-08-03,RECIBO,3072.05,EUR
100300,420,2025-03-12,RETIRADA,2201.38,EUR
100301,325,2025-05-23,RECIBO,-168.88,EUR
100302,367,2025-06-07,RETIRADA,2839.92,EUR
100303,230,2025-03-17,INGRESO,1135.79,EUR
100304,274,2026-02-15,INGRESO,3579.23,EUR
100305,279,2026-03-05,COMPRA,2848.97,EUR
100306,360,2026-01-04,INGRESO,1766.01,EUR
100307,56,2025-03-29,TRANSFERENCIA,2116.81,EUR
100308,86,2025-12-30,INGRESO,-1256.37,EUR
100309,496,2026-02-14,RECIBO,3811.44,EUR
100310,55,2026-03-17,COMPRA,-957.66,EUR
100311,262,2025-08-16,INGRESO,1568.96,EUR
100312,114,2026-08-13,RETIRADA,557.66,EUR
100313,396,2026-04-20,INGRESO,2297.41,EUR
100314,177,2025-06-04,COMPRA,1155.24,EUR
100315,213,2025-10-30,COMPRA,-861.62,EUR
100316,179,2025-05-26,RECIBO,386.87,EUR
100317,267,2025-07-31,RETIRADA,415.65,EUR
100318,225,2025-04-10,RETIRADA,254.0,EUR
100319,23,2025-11-04,COMPRA,-1375.78,EUR
100320,332,2025-12-18,COMPRA,2224.27,EUR
100321,477,2025-06-18,TRANSFERENCIA,1337.97,EUR
100322,82,2026-07-20,RECIBO,1579.17,EUR
100323,119,2026-04-19,RETIRADA,1963.68,EUR
100324,328,2025-07-10,RETIRADA,675.7,EUR
100325,231,2025-07-22,INGRESO,862.54,EUR
100326,361,2025-01-05,TRANSFERENCIA,-368.19,EUR
100327,296,2025-03-06,COMPRA,2897.26,EUR
100328,96,2026-07-04,RECIBO,292.92,EUR
100329,59,2026-04-14,RECIBO,2188.86,EUR
100330,271,2026-05-17,RECIBO,1783.34,EUR
100331,301,2026-02-06,COMPRA,413.59,EUR
100332,317,2026-04-14,TRANSFERENCIA,2975.56,EUR
100333,471,2025-11-01,INGRESO,1745.93,EUR
100334,161,2025-05-18,COMPRA,-187.85,EUR
100335,94,2025-04-30,RECIBO,2313.9,EUR
100336,199,2026-06-08,RETIRADA,1780.34,EUR
100337,197,2026-08-12,RETIRADA,-478.35,EUR
100338,356,2026-07-05,TRANSFERENCIA,1552.02,EUR
100339,148,2026-05-17,TRANSFERENCIA,-470.96,EUR
100340,318,2026-04-07,COMPRA,3260.37,EUR
100341,249,2025-01-10,TRANSFERENCIA,-426.79,EUR
100342,494,2026-01-29,INGRESO,1279.91,EUR
100343,210,2026-05-22,RETIRADA,785.97,EUR
100344,251,2026-03-31,TRANSFERENCIA,-1045.31,EUR
100345,408,2025-02-01,TRANSFERENCIA,106.49,EUR
100346,116,2025-10-09,INGRESO,87.69,EUR
100347,290,2026-04-14,RETIRADA,1523.49,EUR
100348,999,2025-04-26,COMPRA,-26.61,EUR
100349,422,2026-07-11,RECIBO,1481.24,EUR
100350,390,2025-02-12,RETIRADA,1504.94,EUR
100351,53,2026-03-12,TRANSFERENCIA,137.4,EUR
100352,231,2025-02-03,RECIBO,417.17,EUR
100353,225,2025-03-31,COMPRA,2765.97,EUR
100354,108,2025-08-31,INGRESO,2290.23,EUR
100355,85,2026-03-15,INGRESO,-734.21,EUR
100356,417,2025-07-31,TRANSFERENCIA,2929.92,EUR
100357,180,2026-08-07,INGRESO,45.97,EUR
100358,87,2026-07-06,RECIBO,3884.5,EUR
100359,149,2025-10-27,INGRESO,-29.61,EUR
100360,461,2026-06-11,COMPRA,-754.26,EUR
100361,471,2026-02-26,COMPRA,3958.67,EUR
100362,360,2025-05-10,TRANSFERENCIA,-126.78,EUR
100363,425,2025-11-26,TRANSFERENCIA,2688.1,EUR
100364,251,2026-02-07,TRANSFERENCIA,1675.84,EUR
100365,322,2025-10-03,RETIRADA,563.45,EUR
100366,325,2025-03-19,COMPRA,715.68,EUR
100367,356,2025-10-12,RECIBO,1000.83,EUR
100368,168,2026-05-15,INGRESO,-1486.4,EUR
100369,375,2025-04-06,RETIRADA,1991.62,EUR
100370,436,2026-01-02,COMPRA,2876.23,EUR
100371,112,2026-02-12,RETIRADA,3036.66,EUR
100372,138,2026-05-22,RECIBO,3055.89,EUR
100373,281,2025-12-12,INGRESO,-781.73,EUR
100374,404,2026-05-12,RECIBO,3417.85,EUR
100375,24,2025-02-19,COMPRA,1943.99,EUR
100376,9,2026-04-16,COMPRA,3611.88,EUR
100377,226,2025-06-11,RETIRADA,-1496.28,EUR
100378,104,2026-03-15,TRANSFERENCIA,3351.81,EUR
100379,82,2025-11-06,RECIBO,-986.63,EUR
100380,129,2026-01-05,COMPRA,545.14,EUR
100381,27,2025-06-19,RETIRADA,1940.82,EUR
100382,220,2025-08-28,COMPRA,2370.34,EUR
100383,110,2025-01-02,RETIRADA,-1071.34,EUR
100384,266,2025-08-20,RETIRADA,-1448.92,EUR
100385,419,2025-12-18,COMPRA,3934.85,EUR
100386,356,2026-03-09,TRANSFERENCIA,1127.35,EUR
100387,197,2025-08-23,COMPRA,2519.2,EUR
100388,53,2025-04-15,RECIBO,521.59,EUR
100389,71,2025-11-03,RETIRADA,2754.03,EUR
100390,329,2025-05-17,TRANSFERENCIA,-1123.74,EUR
100391,5,2026-07-31,INGRESO,2075.11,EUR
100392,180,2026-03-27,TRANSFERENCIA,1954.44,EUR
100393,471,2025-06-05,RETIRADA,1888.42,EUR
100394,441,2026-03-30,TRANSFERENCIA,-1023.22,EUR
100395,72,2025-04-13,COMPRA,1742.66,EUR
100396,180,2026-01-29,RETIRADA,229.77,EUR
100397,127,2025-05-24,RECIBO,2045.41,EUR
100398,284,2025-09-12,INGRESO,1800.04,EUR
100399,399,2025-10-19,COMPRA,3163.41,EUR
100400,106,2025-11-05,INGRESO,1838.1,EUR
100401,383,2025-07-13,RETIRADA,125.48,EUR
100402,402,2025-02-25,TRANSFERENCIA,1221.88,EUR
100403,124,2025-04-26,RETIRADA,2009.45,EUR
100404,271,2025-03-14,COMPRA,3927.85,EUR
100405,68,2025-11-21,RETIRADA,3234.48,EUR
100406,216,2026-08-06,RECIBO,1504.96,EUR
100407,391,2025-06-26,RETIRADA,3749.49,EUR
100408,9,2025-03-16,INGRESO,-1128.57,EUR
100409,111,2025-09-26,COMPRA,3574.19,EUR
100410,260,2026-02-12,RECIBO,1957.14,EUR
100411,393,2026-05-29,RETIRADA,829.66,EUR
100412,43,2026-02-16,INGRESO,1457.1,EUR
100413,143,2025-06-06,COMPRA,204.49,EUR
100414,472,2026-06-08,TRANSFERENCIA,3858.72,EUR
100415,275,2025-06-09,RECIBO,649.02,EUR
100416,159,2025-03-09,RETIRADA,2514.77,EUR
100417,30,2025-09-02,TRANSFERENCIA,-1025.83,EUR
100418,60,2026-03-21,RETIRADA,1867.63,EUR
100419,159,2025-02-26,TRANSFERENCIA,-843.06,EUR
100420,360,2025-05-21,COMPRA,-598.92,EUR
100421,268,2025-12-22,INGRESO,2806.43,EUR
100422,86,2025-09-23,RECIBO,-801.88,EUR
100423,376,2025-10-03,COMPRA,2742.87,EUR
100424,172,2025-01-31,RETIRADA,-4.11,EUR
100425,135,2025-03-07,INGRESO,1951.43,EUR
100426,234,2026-05-24,INGRESO,480.68,EUR
100427,440,2026-05-27,INGRESO,-582.15,EUR
100428,131,2025-06-11,COMPRA,3418.48,EUR
100429,117,2025-04-29,INGRESO,-1485.87,EUR
100430,126,2025-01-13,COMPRA,1094.71,EUR
100431,472,2026-01-28,TRANSFERENCIA,-515.71,EUR
100432,284,2025-02-06,RETIRADA,-265.17,EUR
100433,214,fecha_desconocida,RECIBO,-8.08,EUR
100434,293,2025-03-21,RECIBO,-843.29,EUR
100435,92,2025-02-23,TRANSFERENCIA,2923.86,EUR
100436,489,2025-02-17,RETIRADA,-1120.9,EUR
100437,444,2026-04-22,RECIBO,2754.4,EUR
100438,168,2025-11-15,COMPRA,1542.0,EUR
100439,189,2025-01-09,TRANSFERENCIA,103.77,EUR
100440,379,2025-11-08,INGRESO,-165.79,EUR
100441,303,2026-01-13,RETIRADA,3987.83,EUR
100442,376,2025-07-20,INGRESO,2682.65,EUR
100443,78,2025-09-09,COMPRA,3628.19,EUR
100444,120,2025-01-25,INGRESO,405.33,EUR
100445,487,2025-01-10,RECIBO,-1491.96,EUR
100446,435,2026-01-21,RECIBO,-928.28,EUR
100447,122,2026-06-27,RETIRADA,1206.16,EUR
100448,498,2025-03-03,TRANSFERENCIA,2414.09,EUR
100449,23,2025-04-06,TRANSFERENCIA,3435.08,EUR
100450,212,2026-06-17,RECIBO,1021.52,EUR
100451,298,2025-03-28,COMPRA,1279.85,EUR
100452,39,2026-02-08,INGRESO,1623.01,EUR
100453,340,2026-03-22,TRANSFERENCIA,-197.76,EUR
100454,436,2025-09-25,RECIBO,3593.23,EUR
100455,359,2026-02-07,RECIBO,249.32,EUR
100456,120,2025-10-06,COMPRA,3689.55,EUR
100457,400,2025-05-20,INGRESO,-900.65,EUR
100458,85,2025-04-19,RETIRADA,1063.3,EUR
100459,62,2026-02-21,INGRESO,470.58,EUR
100460,232,2025-08-01,RECIBO,1048.41,EUR
100461,47,2025-05-03,TRANSFERENCIA,2941.78,EUR
100462,424,2025-11-08,INGRESO,-1278.19,EUR
100463,76,2025-12-02,COMPRA,2411.37,EUR
100464,203,2025-12-31,INGRESO,-1230.77,EUR
100465,134,2025-11-03,TRANSFERENCIA,-1329.05,EUR
100466,438,2026-02-19,RETIRADA,1557.75,EUR
100467,128,2026-07-18,COMPRA,1041.24,EUR
100468,63,2025-05-24,COMPRA,-1160.82,EUR
100469,67,2025-08-16,TRANSFERENCIA,3030.2,EUR
100470,352,2026-01-17,COMPRA,1702.78,EUR
100471,470,2025-09-23,COMPRA,-1380.1,EUR
100472,102,2025-03-08,RETIRADA,2951.14,EUR
100473,464,2025-04-05,RECIBO,-826.1,EUR
100474,26,2026-04-18,TRANSFERENCIA,3582.72,EUR
100475,421,2026-03-20,RETIRADA,1228.7,EUR
100476,350,2026-01-27,RETIRADA,-549.56,EUR
100477,466,2025-08-08,TRANSFERENCIA,12.4,EUR
100478,453,2026-04-02,TRANSFERENCIA,-1309.43,EUR
100479,332,2025-09-09,RECIBO,1243.9,EUR
100480,246,2026-07-18,COMPRA,-1017.53,EUR
100481,71,2026-01-28,RETIRADA,-402.98,EUR
100482,128,2026-06-23,INGRESO,2871.65,EUR
100483,401,2026-01-27,RECIBO,1138.26,EUR
100484,177,2026-05-12,INGRESO,1263.16,EUR
100485,139,2026-02-02,TRANSFERENCIA,-1356.65,EUR
100486,16,2025-08-13,RECIBO,-1177.75,EUR
100487,272,2026-04-29,RECIBO,2717.63,EUR
100488,499,2025-08-27,TRANSFERENCIA,-949.26,EUR
100489,137,2025-09-04,INGRESO,2989.57,EUR
100490,392,2025-02-27,TRANSFERENCIA,1666.31,EUR
100491,182,2026-02-02,TRANSFERENCIA,-531.45,EUR
100492,413,2025-11-22,RECIBO,3526.89,EUR
100493,361,2025-01-29,RECIBO,3711.57,EUR
100494,73,2026-08-01,INGRESO,3716.03,EUR
100495,278,2026-05-20,RECIBO,-534.44,EUR
100496,47,2025-02-08,COMPRA,-220.57,EUR
